imagen,split,fuente,brillo,contraste,nitidez,ruido,calidad
0102005.jpg,train,Handrise-Read-write,100.27,57.54,592.78,0.65,apta
0102006.jpg,train,Handrise-Read-write,85.71,52.68,1271.44,1.25,apta
0102007.jpg,train,Handrise-Read-write,102.85,56.92,706.88,0.61,apta
0102008.jpg,train,Handrise-Read-write,119.2,82.67,630.13,0.84,apta
0102009.jpg,train,Handrise-Read-write,119.44,82.46,728.32,0.87,apta
0102010.jpg,train,Handrise-Read-write,119.35,82.62,585.44,0.95,apta
0102011.jpg,train,Handrise-Read-write,118.47,83.07,841.22,1.26,apta
0102012.jpg,train,Handrise-Read-write,98.18,74.75,1026.76,1.03,apta
0102013.jpg,train,Handrise-Read-write,134.28,65.25,1399.11,2.16,apta
0102014.jpg,train,Handrise-Read-write,142.11,56.31,2451.82,3.54,apta
0102015.jpg,train,Handrise-Read-write,107.78,69.49,530.5,1.04,apta
0102016.jpg,train,Handrise-Read-write,107.83,70.56,524.19,0.97,apta
0102017.jpg,train,Handrise-Read-write,107.68,71.16,512.25,0.98,apta
0102018.jpg,train,Handrise-Read-write,106.88,70.33,593.72,1.13,apta
0102019.jpg,train,Handrise-Read-write,106.4,68.44,596.23,1.13,apta
0102020.jpg,train,Handrise-Read-write,111.96,69.29,566.81,1.23,apta
0102021.jpg,train,Handrise-Read-write,105.21,70.67,519.26,1.1,apta
0102022.jpg,train,Handrise-Read-write,105.69,71.44,560.92,1.02,apta
0102023.jpg,train,Handrise-Read-write,87.83,78.73,1928.25,2.01,apta
0102024.jpg,train,Handrise-Read-write,80.62,76.0,1772.3,1.8,apta
0102025.jpg,train,Handrise-Read-write,82.76,77.69,2031.79,1.83,apta
0102026.jpg,train,Handrise-Read-write,83.02,78.22,1987.75,1.9,apta
0102027.jpg,train,Handrise-Read-write,83.94,76.74,1828.96,1.85,apta
0102028.jpg,train,Handrise-Read-write,82.57,76.34,2354.04,2.0,apta
0102029.jpg,train,Handrise-Read-write,82.28,78.21,1820.24,1.92,apta
0102030.jpg,train,Handrise-Read-write,131.77,86.85,1535.58,1.69,apta
0102031.jpg,train,Handrise-Read-write,136.91,71.82,767.92,1.54,apta
0102032.jpg,train,Handrise-Read-write,121.5,75.22,1111.27,1.61,apta
0102033.jpg,train,Handrise-Read-write,125.51,75.03,634.09,1.35,apta
0102034.jpg,train,Handrise-Read-write,123.51,73.91,1248.26,1.77,apta
0102035.jpg,train,Handrise-Read-write,135.02,75.42,1104.6,1.51,apta
0102036.jpg,train,Handrise-Read-write,123.67,74.51,1834.73,2.57,apta
0102037.jpg,train,Handrise-Read-write,130.45,75.89,1018.6,1.5,apta
0102038.jpg,train,Handrise-Read-write,116.49,76.07,1421.72,2.22,apta
0102039.jpg,train,Handrise-Read-write,85.27,67.53,599.87,0.87,apta
0102040.jpg,train,Handrise-Read-write,82.02,59.04,221.19,0.66,apta
0102041.jpg,train,Handrise-Read-write,58.77,47.85,337.73,0.9,no apta
0102042.jpg,train,Handrise-Read-write,118.36,65.03,205.24,0.4,apta
0102043.jpg,train,Handrise-Read-write,66.03,54.86,195.42,0.58,apta
0102044.jpg,train,Handrise-Read-write,126.52,64.41,712.33,1.23,apta
0102045.jpg,train,Handrise-Read-write,126.54,65.22,841.58,1.44,apta
0102046.jpg,train,Handrise-Read-write,135.67,68.34,1005.35,1.66,apta
0102047.jpg,train,Handrise-Read-write,127.61,50.04,290.96,0.71,apta
0102048.jpg,train,Handrise-Read-write,123.33,46.56,374.3,0.86,apta
0102049.jpg,train,Handrise-Read-write,136.35,55.05,380.84,0.76,apta
0102050.jpg,train,Handrise-Read-write,134.75,51.7,277.46,0.65,apta
0103001.jpg,val,Handrise-Read-write,119.96,78.48,6066.52,4.79,apta
0103002.jpg,val,Handrise-Read-write,121.66,81.5,5906.46,4.29,apta
0103012.jpg,val,Handrise-Read-write,121.67,75.97,491.02,1.05,apta
0103013.jpg,val,Handrise-Read-write,124.39,72.33,315.04,0.9,apta
0103014.jpg,val,Handrise-Read-write,120.3,74.22,245.93,0.74,apta
0103015.jpg,val,Handrise-Read-write,95.79,72.24,559.66,0.69,apta
0103016.jpg,val,Handrise-Read-write,107.47,64.61,478.45,0.71,apta
0103017.jpg,val,Handrise-Read-write,98.09,66.33,891.9,1.92,apta
0103018.jpg,val,Handrise-Read-write,105.93,62.08,493.54,0.6,apta
0103019.jpg,val,Handrise-Read-write,103.22,70.88,481.84,0.54,apta
0103020.jpg,val,Handrise-Read-write,100.94,87.57,3361.75,3.55,apta
0103021.jpg,val,Handrise-Read-write,137.42,93.64,321.85,0.25,apta
0103022.jpg,val,Handrise-Read-write,142.66,84.92,247.6,0.3,apta
0103023.jpg,val,Handrise-Read-write,136.45,85.08,270.59,0.34,apta
0103024.jpg,val,Handrise-Read-write,143.26,86.41,233.12,0.31,apta
0103025.jpg,val,Handrise-Read-write,168.92,72.19,542.41,0.33,apta
0103026.jpg,val,Handrise-Read-write,139.59,77.19,210.49,0.29,apta
0103027.jpg,val,Handrise-Read-write,108.58,73.34,73.86,0.36,no apta
0103028.jpg,val,Handrise-Read-write,109.83,72.44,72.96,0.34,no apta
0103029.jpg,val,Handrise-Read-write,119.88,63.27,194.55,0.36,apta
0103030.jpg,val,Handrise-Read-write,123.86,74.63,136.7,0.39,apta
0103031.jpg,val,Handrise-Read-write,114.65,75.3,102.59,0.44,apta
0103032.jpg,val,Handrise-Read-write,131.01,74.72,224.29,0.43,apta
0103033.jpg,val,Handrise-Read-write,116.07,75.71,139.65,0.4,apta
0103034.jpg,val,Handrise-Read-write,116.03,76.2,116.02,0.34,apta
0103035.jpg,val,Handrise-Read-write,114.58,68.27,160.41,0.59,apta
0103036.jpg,val,Handrise-Read-write,100.79,64.83,144.97,0.62,apta
0103037.jpg,val,Handrise-Read-write,116.43,57.57,367.0,1.26,apta
0103038.jpg,val,Handrise-Read-write,109.13,58.92,400.25,1.35,apta
0103039.jpg,val,Handrise-Read-write,102.97,67.48,112.43,0.53,apta
0103040.jpg,val,Handrise-Read-write,124.49,54.01,255.98,1.06,apta
0103041.jpg,val,Handrise-Read-write,111.36,59.78,394.59,1.34,apta
0103042.jpg,val,Handrise-Read-write,101.06,68.83,136.96,0.54,apta
0103043.jpg,val,Handrise-Read-write,89.82,62.15,164.02,0.59,apta
0103044.jpg,val,Handrise-Read-write,115.68,54.86,365.34,1.3,apta
0103045.jpg,val,Handrise-Read-write,97.13,57.1,186.33,0.75,apta
0104001.jpg,val,Handrise-Read-write,85.17,60.62,2090.93,2.34,apta
0104003.jpg,val,Handrise-Read-write,91.14,58.22,1327.73,1.44,apta
0104005.jpg,val,Handrise-Read-write,88.79,81.53,2857.61,2.38,apta
0104006.jpg,val,Handrise-Read-write,119.7,59.77,534.17,0.67,apta
0104007.jpg,val,Handrise-Read-write,119.21,59.81,391.67,0.61,apta
0104008.jpg,val,Handrise-Read-write,113.02,75.38,963.9,1.39,apta
0104009.jpg,val,Handrise-Read-write,120.09,49.48,369.0,0.57,apta
0104010.jpg,val,Handrise-Read-write,106.12,75.94,726.69,1.21,apta
0104011.jpg,val,Handrise-Read-write,106.66,81.31,1027.08,1.47,apta
0104012.jpg,val,Handrise-Read-write,100.41,68.84,575.19,0.95,apta
0104013.jpg,val,Handrise-Read-write,109.72,57.94,409.35,0.66,apta
0104014.jpg,val,Handrise-Read-write,111.47,56.29,480.52,0.71,apta
0104015.jpg,val,Handrise-Read-write,111.39,79.28,880.53,1.29,apta
0104016.jpg,val,Handrise-Read-write,96.66,57.5,664.9,1.34,apta
0104017.jpg,val,Handrise-Read-write,98.84,54.54,377.79,0.79,apta
0104018.jpg,val,Handrise-Read-write,92.15,55.86,582.7,1.12,apta
0104019.jpg,val,Handrise-Read-write,91.16,54.93,597.83,1.13,apta
0104020.jpg,val,Handrise-Read-write,109.05,62.95,690.51,1.16,apta
0104021.jpg,val,Handrise-Read-write,97.46,56.95,350.77,1.03,apta
0104022.jpg,val,Handrise-Read-write,88.12,55.84,552.49,1.08,apta
0104023.jpg,val,Handrise-Read-write,103.65,61.13,441.31,1.1,apta
0104024.jpg,val,Handrise-Read-write,89.55,60.84,383.72,0.83,apta
0104027.jpg,val,Handrise-Read-write,93.2,62.95,442.29,0.62,apta
0104028.jpg,val,Handrise-Read-write,87.84,48.46,550.35,0.74,apta
0104029.jpg,val,Handrise-Read-write,101.21,54.65,438.62,0.72,apta
0104030.jpg,val,Handrise-Read-write,117.37,73.1,177.63,0.47,apta
0104031.jpg,val,Handrise-Read-write,116.45,71.62,658.77,1.05,apta
0104032.jpg,val,Handrise-Read-write,114.44,54.79,267.78,0.7,apta
0104033.jpg,val,Handrise-Read-write,121.77,73.76,106.48,0.46,apta
0104034.jpg,val,Handrise-Read-write,121.47,74.87,503.46,0.92,apta
0104035.jpg,val,Handrise-Read-write,117.98,59.84,101.67,0.42,apta
0104037.jpg,val,Handrise-Read-write,111.98,54.22,302.61,0.69,apta
0104038.jpg,val,Handrise-Read-write,113.22,71.8,140.19,0.44,apta
0104039.jpg,val,Handrise-Read-write,116.79,53.13,368.27,0.75,apta
0104040.jpg,val,Handrise-Read-write,84.18,49.97,330.01,0.35,apta
0104041.jpg,val,Handrise-Read-write,165.99,68.06,322.03,0.48,apta
0104042.jpg,val,Handrise-Read-write,56.47,50.58,388.33,0.84,no apta
0104043.jpg,val,Handrise-Read-write,53.92,57.09,371.26,0.83,no apta
0105001.jpg,train,Handrise-Read-write,98.75,53.49,476.48,1.14,apta
0105002.jpg,train,Handrise-Read-write,117.94,70.96,420.73,0.88,apta
0105003.jpg,train,Handrise-Read-write,124.49,64.31,438.85,1.04,apta
0105004.jpg,train,Handrise-Read-write,125.94,72.12,553.92,1.18,apta
0105005.jpg,train,Handrise-Read-write,95.55,52.14,441.42,1.11,apta
0105006.jpg,train,Handrise-Read-write,96.75,52.98,467.15,1.13,apta
0105007.jpg,train,Handrise-Read-write,112.33,62.61,526.13,1.22,apta
0105008.jpg,train,Handrise-Read-write,111.11,50.95,1201.59,2.08,apta
0105009.jpg,train,Handrise-Read-write,131.35,59.92,1496.64,2.05,apta
0105010.jpg,train,Handrise-Read-write,112.64,49.8,950.81,1.78,apta
0105011.jpg,train,Handrise-Read-write,101.46,57.5,1585.17,2.56,apta
0105012.jpg,train,Handrise-Read-write,124.63,55.13,709.67,1.22,apta
0105013.jpg,train,Handrise-Read-write,118.32,71.35,2213.06,1.73,apta
0105014.jpg,train,Handrise-Read-write,123.88,78.06,2230.31,1.58,apta
0105015.jpg,train,Handrise-Read-write,138.09,81.1,4801.52,3.28,apta
0105016.jpg,train,Handrise-Read-write,112.63,71.67,3204.77,2.19,apta
0105017.jpg,train,Handrise-Read-write,102.97,89.67,2127.11,1.66,apta
0105018.jpg,train,Handrise-Read-write,112.16,87.11,2816.61,2.26,apta
0105019.jpg,train,Handrise-Read-write,116.64,86.47,2665.93,2.15,apta
0105020.jpg,train,Handrise-Read-write,129.86,70.3,458.4,1.08,apta
0105021.jpg,train,Handrise-Read-write,102.29,71.4,450.5,0.82,apta
0105022.jpg,train,Handrise-Read-write,97.92,70.24,306.99,0.72,apta
0105023.jpg,train,Handrise-Read-write,128.03,60.18,662.28,1.16,apta
0105024.jpg,train,Handrise-Read-write,103.12,57.63,256.06,0.88,apta
0105025.jpg,train,Handrise-Read-write,130.36,67.5,742.46,1.49,apta
0105026.jpg,train,Handrise-Read-write,93.16,60.98,801.44,1.36,apta
0105027.jpg,train,Handrise-Read-write,102.56,62.66,695.28,1.53,apta
0105028.jpg,train,Handrise-Read-write,117.43,69.75,887.89,1.83,apta
0105029.jpg,train,Handrise-Read-write,116.8,68.99,860.48,1.7,apta
0105030.jpg,train,Handrise-Read-write,144.41,69.8,1261.56,1.01,apta
0105031.jpg,train,Handrise-Read-write,132.76,66.32,1291.79,1.12,apta
0105032.jpg,train,Handrise-Read-write,59.14,75.98,984.04,1.37,no apta
0105033.jpg,train,Handrise-Read-write,65.99,82.57,745.29,0.95,apta
0105034.jpg,train,Handrise-Read-write,110.2,69.12,1746.27,2.44,apta
0105035.jpg,train,Handrise-Read-write,102.95,69.49,1056.36,1.84,apta
0105036.jpg,train,Handrise-Read-write,21.91,34.1,89.69,0.41,no apta
0105037.jpg,train,Handrise-Read-write,102.0,69.61,633.35,1.34,apta
0105038.jpg,train,Handrise-Read-write,87.84,63.09,749.06,1.54,apta
0105040.jpg,train,Handrise-Read-write,111.09,63.84,735.2,1.13,apta
0106001.jpg,train,Handrise-Read-write,79.64,46.61,361.22,1.1,apta
0106002.jpg,train,Handrise-Read-write,78.04,44.53,336.18,1.07,apta
0106003.jpg,train,Handrise-Read-write,80.43,47.55,362.73,1.11,apta
0106005.jpg,train,Handrise-Read-write,97.63,79.68,2602.43,4.13,apta
0106006.jpg,train,Handrise-Read-write,94.31,50.46,476.71,0.88,apta
0106007.jpg,train,Handrise-Read-write,97.33,79.55,2774.67,4.18,apta
0106008.jpg,train,Handrise-Read-write,135.39,66.57,1282.16,2.32,apta
0106009.jpg,train,Handrise-Read-write,146.18,69.7,4375.08,3.05,apta
0106010.jpg,train,Handrise-Read-write,130.05,75.24,2911.06,1.82,apta
0106011.jpg,train,Handrise-Read-write,150.16,69.84,3013.33,2.45,apta
0106012.jpg,train,Handrise-Read-write,135.0,85.11,2222.82,1.31,apta
0106013.jpg,train,Handrise-Read-write,121.94,70.82,2741.35,1.63,apta
0106014.jpg,train,Handrise-Read-write,142.26,70.14,2866.57,1.86,apta
0106016.jpg,train,Handrise-Read-write,126.22,69.78,2320.19,1.48,apta
0106017.jpg,train,Handrise-Read-write,141.9,86.78,2730.45,1.61,apta
0106018.jpg,train,Handrise-Read-write,143.94,80.17,2585.53,1.18,apta
0106019.jpg,train,Handrise-Read-write,158.31,67.05,3775.96,2.78,apta
0106020.jpg,train,Handrise-Read-write,142.11,69.94,4620.93,2.88,apta
0106021.jpg,train,Handrise-Read-write,102.17,60.09,639.9,1.0,apta
0106022.jpg,train,Handrise-Read-write,79.85,48.05,388.29,0.65,apta
0106023.jpg,train,Handrise-Read-write,97.15,72.22,1996.99,1.66,apta
0106024.jpg,train,Handrise-Read-write,102.43,74.43,444.23,0.63,apta
0106025.jpg,train,Handrise-Read-write,99.72,65.45,1306.38,1.59,apta
0106026.jpg,train,Handrise-Read-write,96.96,78.92,507.19,0.69,apta
0106027.jpg,train,Handrise-Read-write,103.05,65.76,1315.4,1.77,apta
0106028.jpg,train,Handrise-Read-write,92.41,71.13,819.3,1.2,apta
0106029.jpg,train,Handrise-Read-write,114.49,61.77,1198.86,1.43,apta
0106030.jpg,train,Handrise-Read-write,96.19,71.29,1089.82,1.43,apta
0106031.jpg,train,Handrise-Read-write,103.07,64.15,1063.24,1.44,apta
0106032.jpg,train,Handrise-Read-write,102.61,68.48,3997.21,3.2,apta
0106033.jpg,train,Handrise-Read-write,106.7,66.65,2925.59,2.83,apta
0106034.jpg,train,Handrise-Read-write,113.62,63.86,4043.22,3.23,apta
0106035.jpg,train,Handrise-Read-write,108.63,67.57,1432.31,1.64,apta
0106036.jpg,train,Handrise-Read-write,120.62,71.98,611.32,1.23,apta
0106037.jpg,train,Handrise-Read-write,98.27,61.19,768.7,1.59,apta
0106038.jpg,train,Handrise-Read-write,83.37,62.74,1574.76,1.74,apta
0106039.jpg,train,Handrise-Read-write,94.63,63.15,625.01,1.31,apta
0106040.jpg,train,Handrise-Read-write,101.04,62.48,1009.82,2.03,apta
0106041.jpg,train,Handrise-Read-write,101.7,62.54,936.78,1.94,apta
0106042.jpg,train,Handrise-Read-write,92.86,63.14,619.32,1.36,apta
0106043.jpg,train,Handrise-Read-write,93.64,63.03,710.47,1.5,apta
0107001.jpg,train,Handrise-Read-write,110.11,66.68,394.21,0.9,apta
0107002.jpg,train,Handrise-Read-write,102.9,63.01,3414.58,2.88,apta
0107003.jpg,train,Handrise-Read-write,104.72,64.32,3869.45,3.12,apta
0107004.jpg,train,Handrise-Read-write,106.21,62.89,1766.9,1.75,apta
0107005.jpg,train,Handrise-Read-write,102.37,61.52,1799.89,1.64,apta
0107006.jpg,train,Handrise-Read-write,104.21,63.87,1850.08,1.77,apta
0107007.jpg,train,Handrise-Read-write,105.44,62.84,2009.2,1.87,apta
0107008.jpg,train,Handrise-Read-write,105.19,63.26,1952.82,1.84,apta
0107009.jpg,train,Handrise-Read-write,103.44,62.53,1918.67,1.79,apta
0107010.jpg,train,Handrise-Read-write,103.09,62.62,1785.57,1.69,apta
0107012.jpg,train,Handrise-Read-write,104.63,63.0,1975.77,1.7,apta
0107013.jpg,train,Handrise-Read-write,111.07,74.22,282.27,0.5,apta
0107014.jpg,train,Handrise-Read-write,79.29,55.63,794.7,1.73,apta
0107015.jpg,train,Handrise-Read-write,91.4,44.67,433.39,1.32,apta
0107016.jpg,train,Handrise-Read-write,90.76,62.07,568.71,1.23,apta
0107017.jpg,train,Handrise-Read-write,91.59,60.04,528.43,1.18,apta
0107018.jpg,train,Handrise-Read-write,91.8,48.32,421.7,1.22,apta
0107019.jpg,train,Handrise-Read-write,78.67,49.42,700.45,1.5,apta
0107020.jpg,train,Handrise-Read-write,80.49,50.72,694.79,1.37,apta
0107021.jpg,train,Handrise-Read-write,96.52,59.01,664.93,1.27,apta
0107022.jpg,train,Handrise-Read-write,89.28,62.48,588.14,1.19,apta
0107023.jpg,train,Handrise-Read-write,77.22,49.55,658.82,1.41,apta
0107024.jpg,train,Handrise-Read-write,114.28,84.6,682.34,0.83,apta
0107025.jpg,train,Handrise-Read-write,110.89,48.88,316.52,0.49,apta
0107026.jpg,train,Handrise-Read-write,122.27,53.23,756.3,0.9,apta
0107027.jpg,train,Handrise-Read-write,141.3,70.55,1598.75,1.75,apta
0107028.jpg,train,Handrise-Read-write,127.33,70.48,1619.57,1.81,apta
0107029.jpg,train,Handrise-Read-write,124.55,62.73,2236.27,2.14,apta
0107030.jpg,train,Handrise-Read-write,123.24,39.11,397.03,0.55,apta
0107031.jpg,train,Handrise-Read-write,124.67,60.63,1549.16,1.66,apta
0107032.jpg,train,Handrise-Read-write,91.34,77.62,2053.68,2.41,apta
0107033.jpg,train,Handrise-Read-write,95.51,65.72,1271.84,1.94,apta
0107034.jpg,train,Handrise-Read-write,89.47,82.37,2085.63,2.29,apta
0107035.jpg,train,Handrise-Read-write,136.22,70.9,1559.54,2.29,apta
0107036.jpg,train,Handrise-Read-write,83.47,72.87,907.29,1.28,apta
0107037.jpg,train,Handrise-Read-write,72.65,53.75,2528.74,1.8,apta
0107038.jpg,train,Handrise-Read-write,56.63,40.75,995.03,1.1,no apta
0107039.jpg,train,Handrise-Read-write,55.27,40.0,874.2,1.01,no apta
0107040.jpg,train,Handrise-Read-write,107.31,66.75,473.71,0.59,apta
0107041.jpg,train,Handrise-Read-write,108.59,65.34,4017.23,3.18,apta
0107042.jpg,train,Handrise-Read-write,112.18,67.3,4165.04,3.23,apta
010725.jpg,train,Handrise-Read-write,102.14,68.24,589.08,0.79,apta
0108001.jpg,val,Handrise-Read-write,91.41,60.75,842.17,0.97,apta
0108002.jpg,val,Handrise-Read-write,91.8,58.08,321.42,0.47,apta
0108003.jpg,val,Handrise-Read-write,91.59,58.13,282.13,0.52,apta
0108004.jpg,val,Handrise-Read-write,93.46,58.61,349.38,0.51,apta
0108005.jpg,val,Handrise-Read-write,83.19,61.41,299.1,0.52,apta
0108006.jpg,val,Handrise-Read-write,94.99,73.12,418.79,1.08,apta
0108007.jpg,val,Handrise-Read-write,91.12,74.14,392.36,0.99,apta
0108008.jpg,val,Handrise-Read-write,120.42,61.9,267.65,0.65,apta
0108009.jpg,val,Handrise-Read-write,107.9,81.91,1250.52,1.46,apta
0108010.jpg,val,Handrise-Read-write,109.31,82.99,1084.47,1.43,apta
0108011.jpg,val,Handrise-Read-write,110.21,83.21,1180.05,1.6,apta
0108012.jpg,val,Handrise-Read-write,103.19,80.71,576.38,1.3,apta
0108013.jpg,val,Handrise-Read-write,83.99,66.3,1033.46,1.8,apta
0108014.jpg,val,Handrise-Read-write,90.68,67.36,958.25,1.67,apta
0108015.jpg,val,Handrise-Read-write,79.78,67.06,1240.33,1.69,apta
0108016.jpg,val,Handrise-Read-write,91.55,66.55,504.09,1.38,apta
0108017.jpg,val,Handrise-Read-write,82.34,63.66,632.78,1.38,apta
0108018.jpg,val,Handrise-Read-write,87.87,64.67,434.47,1.19,apta
0108019.jpg,val,Handrise-Read-write,98.69,79.13,1618.51,2.74,apta
0108020.jpg,val,Handrise-Read-write,100.71,78.8,1668.77,2.75,apta
0108021.jpg,val,Handrise-Read-write,114.05,57.9,1021.94,2.07,apta
0108022.jpg,val,Handrise-Read-write,135.82,63.95,604.08,1.05,apta
0108023.jpg,val,Handrise-Read-write,95.64,79.96,2004.39,3.04,apta
0108024.jpg,val,Handrise-Read-write,108.6,81.89,801.66,0.91,apta
0108025.jpg,val,Handrise-Read-write,113.48,82.17,796.38,1.0,apta
0108026.jpg,val,Handrise-Read-write,90.44,73.77,280.15,0.73,apta
0108027.jpg,val,Handrise-Read-write,81.23,42.86,302.07,0.84,apta
0108028.jpg,val,Handrise-Read-write,68.97,54.06,393.73,0.51,apta
0108029.jpg,val,Handrise-Read-write,98.22,63.05,1163.43,1.57,apta
0108030.jpg,val,Handrise-Read-write,90.12,53.18,1050.11,2.12,apta
0108031.jpg,val,Handrise-Read-write,97.98,63.88,662.99,1.11,apta
0108032.jpg,val,Handrise-Read-write,98.96,64.9,673.44,1.09,apta
0108033.jpg,val,Handrise-Read-write,99.91,65.05,796.48,1.17,apta
0108034.jpg,val,Handrise-Read-write,105.78,65.83,1338.88,1.77,apta
0108035.jpg,val,Handrise-Read-write,112.81,66.07,868.58,1.36,apta
0108036.jpg,val,Handrise-Read-write,107.43,79.75,2463.28,2.34,apta
0108038.jpg,val,Handrise-Read-write,149.04,61.1,731.92,0.88,apta
0108039.jpg,val,Handrise-Read-write,145.32,67.08,487.73,0.83,apta
0108040.jpg,val,Handrise-Read-write,145.26,67.89,675.35,0.75,apta
0108041.jpg,val,Handrise-Read-write,107.82,61.92,3261.83,3.1,apta
0108042.jpg,val,Handrise-Read-write,135.99,70.6,1282.0,1.3,apta
0108043.jpg,val,Handrise-Read-write,116.19,78.33,1592.94,0.94,apta
0108044.jpg,val,Handrise-Read-write,138.87,67.89,1027.52,1.13,apta
0108045.jpg,val,Handrise-Read-write,125.34,81.25,1820.09,1.11,apta
0108046.jpg,val,Handrise-Read-write,148.92,55.55,709.05,0.77,apta
0201004.jpg,train,Handrise-Read-write,121.89,70.51,408.64,0.66,apta
0201005.jpg,train,Handrise-Read-write,116.11,68.42,394.62,0.41,apta
0201007.jpg,train,Handrise-Read-write,119.65,64.13,179.22,0.34,apta
0201012.jpg,train,Handrise-Read-write,108.53,83.69,232.07,0.51,apta
0201015.jpg,train,Handrise-Read-write,101.26,52.99,489.96,0.67,apta
0201016.jpg,train,Handrise-Read-write,95.82,51.45,517.6,0.59,apta
0201017.jpg,train,Handrise-Read-write,97.58,58.23,1321.22,1.21,apta
0201019.jpg,train,Handrise-Read-write,60.53,44.92,139.19,0.31,apta
0201020.jpg,train,Handrise-Read-write,97.27,51.79,527.92,0.82,apta
0202001.jpg,train,Handrise-Read-write,84.58,42.63,38.7,0.35,no apta
0202002.jpg,train,Handrise-Read-write,116.69,74.43,30.6,0.29,no apta
0202003.jpg,train,Handrise-Read-write,98.48,58.97,38.04,0.34,no apta
0202004.jpg,train,Handrise-Read-write,94.83,65.12,243.96,0.47,apta
0202005.jpg,train,Handrise-Read-write,101.36,55.13,1059.5,0.59,apta
0202006.jpg,train,Handrise-Read-write,91.58,55.8,677.12,0.69,apta
0202007.jpg,train,Handrise-Read-write,136.62,64.99,105.2,0.44,apta
0202008.jpg,train,Handrise-Read-write,142.41,62.44,143.06,0.5,apta
0202011.jpg,train,Handrise-Read-write,124.85,53.07,356.8,0.64,apta
0202012.jpg,train,Handrise-Read-write,114.26,56.27,163.76,0.51,apta
0202013.jpg,train,Handrise-Read-write,98.92,63.78,417.91,0.74,apta
0202014.jpg,train,Handrise-Read-write,86.24,69.37,259.77,0.38,apta
0202015.jpg,train,Handrise-Read-write,94.71,57.58,316.81,0.59,apta
0202016.jpg,train,Handrise-Read-write,85.9,46.1,194.74,0.48,apta
0202017.jpg,train,Handrise-Read-write,113.58,61.49,378.86,0.61,apta
0202018.jpg,train,Handrise-Read-write,106.21,65.25,318.02,0.58,apta
0202019.jpg,train,Handrise-Read-write,101.35,64.44,302.7,0.58,apta
0202021.jpg,train,Handrise-Read-write,107.25,66.26,132.03,0.54,apta
0202022.jpg,train,Handrise-Read-write,103.24,75.21,470.32,0.55,apta
0202024.jpg,train,Handrise-Read-write,81.69,69.69,202.2,0.41,apta
0202025.jpg,train,Handrise-Read-write,112.18,81.59,336.53,0.46,apta
0202026.jpg,train,Handrise-Read-write,99.23,78.46,371.53,0.49,apta
0202027.jpg,train,Handrise-Read-write,105.03,59.46,160.2,0.49,apta
0203001.jpg,train,Handrise-Read-write,88.21,38.44,213.88,0.32,apta
0203002.jpg,train,Handrise-Read-write,130.94,55.42,70.87,0.36,no apta
0203003.jpg,train,Handrise-Read-write,94.55,63.38,284.84,0.46,apta
0203004.jpg,train,Handrise-Read-write,99.09,68.64,193.62,0.44,apta
0203005.jpg,train,Handrise-Read-write,124.62,65.36,299.67,0.61,apta
0203006.jpg,train,Handrise-Read-write,110.58,63.31,213.56,0.52,apta
0203007.jpg,train,Handrise-Read-write,114.78,65.75,194.47,0.51,apta
0203008.jpg,train,Handrise-Read-write,100.27,61.71,1067.36,0.84,apta
0203009.jpg,train,Handrise-Read-write,85.31,57.97,249.21,0.55,apta
0203010.jpg,train,Handrise-Read-write,74.61,54.18,238.72,0.53,apta
0203011.jpg,train,Handrise-Read-write,128.71,65.2,278.82,0.58,apta
0203012.jpg,train,Handrise-Read-write,127.02,66.87,309.42,0.62,apta
0203014.jpg,train,Handrise-Read-write,120.85,72.23,783.51,1.29,apta
0203015.jpg,train,Handrise-Read-write,127.74,70.77,164.11,0.46,apta
0203016.jpg,train,Handrise-Read-write,73.64,54.46,135.06,0.53,apta
0203017.jpg,train,Handrise-Read-write,105.23,58.84,86.98,0.43,no apta
0203018.jpg,train,Handrise-Read-write,125.03,70.41,325.73,0.61,apta
0203019.jpg,train,Handrise-Read-write,132.79,71.34,371.86,0.64,apta
0203020.jpg,train,Handrise-Read-write,74.79,60.54,320.36,0.89,apta
0203021.jpg,train,Handrise-Read-write,98.54,68.66,266.04,0.79,apta
0203022.jpg,train,Handrise-Read-write,128.6,66.09,167.24,0.58,apta
0203023.jpg,train,Handrise-Read-write,105.2,62.63,159.48,0.54,apta
0203024.jpg,train,Handrise-Read-write,99.81,69.82,405.19,0.98,apta
0203025.jpg,train,Handrise-Read-write,86.18,64.97,386.86,1.01,apta
0204001.jpg,train,Handrise-Read-write,53.62,65.31,40.34,0.3,no apta
0204002.jpg,train,Handrise-Read-write,82.95,63.82,65.66,0.32,no apta
0204003.jpg,train,Handrise-Read-write,80.07,61.76,31.64,0.29,no apta
0204004.jpg,train,Handrise-Read-write,111.14,71.97,248.14,0.39,apta
0204005.jpg,train,Handrise-Read-write,94.87,63.09,90.69,0.43,no apta
0204006.jpg,train,Handrise-Read-write,99.19,66.33,69.88,0.36,no apta
0204007.jpg,train,Handrise-Read-write,98.23,64.54,69.71,0.27,no apta
0204008.jpg,train,Handrise-Read-write,91.7,54.02,140.09,0.34,apta
0204010.jpg,train,Handrise-Read-write,112.7,78.95,92.12,0.36,no apta
0204011.jpg,train,Handrise-Read-write,90.31,61.31,55.79,0.34,no apta
0204012.jpg,train,Handrise-Read-write,91.99,68.81,124.84,0.48,apta
